"did1","did2","dataset_name1","dataset_name2","num_instances","num_attributes","dimensionality","num_numeric_attr","pct_numeric_attr","num_nominal_attr","pct_nominal_attr","avg_nominal_values","sd_nominal_values","min_nominal_values","max_nominal_values","avg_numeric_mean","sd_numeric_mean","min_numeric_mean","max_numeric_mean","missing_attr_cnt","missing_attr_pct","missing_instances_max_cnt","missing_instances_max_pct","missing_instances_min_cnt","missing_instances_min_pct","missing_instances_mean","missing_instances_mean_pct","datesets_subject_main_match","datesets_duplicates_match"
1067,1520,"kc1","robot-failures-lp5",0.922238,0.758242,0.9812,0.766667,0.0348485,0,0.758242,0.6,0,0.6,0.6,1,0.965644,1,0.998665,0,0,0,0,0,0,0,0,0,0
1067,1590,"kc1","adult",0.95682,0.318182,0.970559,0.714286,0.580952,0.888889,0.924242,0.821782,1,0,0.951219,0.991037,0.984259,1,0.972362,1,1,1,1,1,1,1,1,0,0
1067,1466,"kc1","cardiotocography",0.00799624,0.388889,0.383963,0.4,0.0181818,0,0.388889,0.8,0,0.8,0.8,0.627818,0.718993,0,0.675124,0,0,0,0,0,0,0,0,0,0
1067,1464,"kc1","blood-transfusion-service-center",0.64533,0.772727,0.3592,0.809524,0.161905,0,0.772727,0,0,0,0,0.201706,0.469012,1,0.736932,0,0,0,0,0,0,0,0,0,0
1067,1111,"kc1","KDDCup09_appetency",0.95782,0.904762,0.55711,0.890625,0.129252,0.974359,0.730769,0.998909,1,0.5,0.99987,0.998461,0.998435,1,0.999152,1,1,1,1,1,1,1,1,0,0
1067,1523,"kc1","vertebra-column",0.853011,0.681818,0.538034,0.714286,0.102041,0,0.681818,0.333333,0,0.333333,0.333333,0.814744,0.970771,1,0.97749,0,0,0,0,0,0,0,0,0,0
1067,1483,"kc1","ldpa",0.987207,0.636364,0.995348,0.761905,0.345238,0.666667,0.878788,0.7,1,0.5,0.818182,0.99653,0.789769,1,0.936407,0,0,0,0,0,0,0,0,0,0
1067,1504,"kc1","steel-plates-fault",0.0796586,0.352941,0.404485,0.363636,0.0165289,0,0.352941,0,0,0,0,0.997321,0.997179,0,0.996824,0,0,0,0,0,0,0,0,0,0
1067,1526,"kc1","wall-robot-navigation",0.613453,0.772727,0.912148,0.809524,0.161905,0,0.772727,0.5,0,0.5,0.5,0.995617,0.99961,1,0.999618,0,0,0,0,0,0,0,0,0,0
1067,1097,"kc1","ICU",0.905168,0.0454545,0.900653,0,0.0454546,1,1,1,0,1,1,0.874436,0.911798,0,0.915109,0,0,0,0,0,0,0,0,0,0
1067,1596,"kc1","covertype",0.99637,0.6,0.990925,0.52381,0.809524,0.977778,0.944444,0.0526316,1,0,0.714286,0.658536,0.0375284,1,0.435521,0,0,0,0,0,0,0,0,0,0
1067,4563,"kc1","SpokenArabicDigit",0.988187,0.409091,0.993019,0.380952,0.0454546,1,1,1,0,1,1,1,0.999031,1,0.999618,1,1,1,1,1,1,1,1,0,0
1067,1070,"kc1","kc1-numeric",0.931247,0.768421,0.984078,0.778947,0.0454546,1,1,1,0,1,1,0.776659,0.864814,0,0.931252,0,0,0,0,0,0,0,0,1,0
1067,1505,"kc1","tamilnadu-electricity",0.953933,0.818182,0.991624,0.904762,0.47619,0.5,0.909091,0.921569,1,0.9,0.935484,0.998247,0.99955,0,0.999809,0,0,0,0,0,0,0,0,0,0
1067,1087,"kc1","hepatitisC",0.865813,0.999597,0.999946,0.978979,0.98084,0,0.999597,0.333333,0,0.333333,0.333333,0.990832,0.999139,1,0.998855,0,0,0,0,0,0,0,0,0,0
1067,1094,"kc1","Acorns",0.981508,0.772727,0.918634,0.857143,0.371429,0.5,0.886364,0.902439,1,0,0.948718,0.891741,0.700611,1,0.335025,0,0,0,0,0,0,0,0,0,0
1067,4548,"kc1","BuzzinsocialmediaTomsHardware",0.925157,0.773196,0.670011,0.783505,0.0454546,1,1,1,0,1,1,0.0863204,0.125218,0,0.247806,0,0,0,0,0,0,0,0,0,0
1067,1470,"kc1","dresses-sales",0.762921,0.409091,0.598789,0.952381,0.919414,0.916667,0.950758,0.855422,1,0,0.92,0.985974,1,1,0.999237,0,0,0,0,0,0,0,0,0,0
1067,1084,"kc1","BurkittLymphoma",0.895685,0.999013,0.999897,0.978979,0.953035,0,0.999013,0.333333,0,0.333333,0.333333,0.979786,0.999046,1,0.998092,0,0,0,0,0,0,0,0,0,0
1067,4137,"kc1","Dorothea",0.454718,0.99978,0.99988,0.979,0.989524,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1067,1461,"kc1","bank-marketing",0.953352,0.227273,0.963954,0.666667,0.568627,0.9,0.922727,0.565217,1,0,0.833333,0.13792,0.583111,1,0.740175,0,0,0,0,0,0,0,0,0,0
1067,4135,"kc1","Amazon_employee_access",0.93564,0.545455,0.970746,1,1,0.9,0.954545,0.99872,1,0,0.999734,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1029,6331,"LEV","LoanDefaultPrediction",0.990519,0.993515,0.316012,0.993464,0.00778214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1029,1090,"LEV","MercuryinBass",0.947,0.583333,0.977917,0.545455,0.0833334,1,1,1,0,1,1,0.835821,1,1,0.947368,0,0,0,0,0,0,0,0,0,0
1029,1051,"LEV","cocomo_numeric",0.94,0.705882,0.982353,0.6,0.882353,1,1,1,1,1,1,0.991684,1,0.973333,0.995074,0,0,0,0,0,0,0,0,0,0
1029,1481,"LEV","kr-vs-k",0.964357,0.285714,0.9501,0.4,0.571429,1,1,1,1,1,1,0.454545,1,0,0.6,0,0,0,0,0,0,0,0,0,0
1029,1465,"LEV","breast-tissue",0.894,0.5,0.947,0.444444,0.1,1,1,1,0,1,1,0.961207,1,0.956522,0.962264,0,0,0,0,0,0,0,0,0,0
1029,1567,"LEV","poker-hand",0.999024,0.545455,0.997854,0.5,0.0909091,1,1,1,0,1,1,0.583333,1,0,0.714286,0,0,0,0,0,0,0,0,0,0
1029,1037,"LEV","ada_prior",0.780798,0.666667,0.342394,0.166667,0.6,1,1,1,1,1,1,0.999938,1,0.8,0.99999,1,1,1,1,1,1,1,1,0,0
1029,1524,"LEV","vertebra-column",0.69,0.285714,0.778571,0.166667,0.142857,1,1,1,0,1,1,0.962145,1,0.888889,0.983051,0,0,0,0,0,0,0,0,0,0
1029,1098,"LEV","pubexpendat",0.952,0.375,0.97,0.285714,0.125,1,1,1,0,1,1,0.971253,1,0.5,0.993031,0,0,0,0,0,0,0,0,0,0
1029,1463,"LEV","blogger",0.9,0.166667,0.916667,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1029,1095,"LEV","Cereals",0.923,0.6875,0.975937,0.615385,0.1875,1,1,1,1,1,1,0.944206,1,0.5,0.9875,0,0,0,0,0,0,0,0,0,0
1029,1069,"LEV","pc2",0.821077,0.864865,0.24473,0.861111,0.0270271,1,1,1,0,1,1,0.975283,1,1,0.999199,0,0,0,0,0,0,0,0,0,0
1029,4534,"LEV","PhishingWebsites",0.909543,0.83871,0.439168,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1029,1458,"LEV","arcene",0.8,0.9995,0.9999,0.994995,0.90011,1,1,1,0,1,1,0.972566,1,1,0.995816,0,0,0,0,0,0,0,0,0,0
1029,1071,"LEV","mw1",0.597,0.868421,0.946974,0.864865,0.0263158,1,1,1,0,1,1,0.99206,1,1,0.99975,0,0,0,0,0,0,0,0,0,0
1029,1517,"LEV","robot-failures-lp2",0.953,0.945055,0.997418,0.944444,0.010989,1,1,1,0,1,1,0.766839,1,1,0.975904,0,0,0,0,0,0,0,0,0,0
1029,1489,"LEV","phoneme",0.814952,0.166667,0.777942,0,0.166667,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1029,1119,"LEV","adult-census",0.969288,0.6875,0.901723,0.285714,0.5625,1,1,1,1,1,1,0.999932,1,0.8,0.999989,1,1,1,1,1,1,1,1,0,0
1029,1050,"LEV","pc3",0.360205,0.868421,0.794342,0.864865,0.0263158,1,1,1,0,1,1,0.998016,1,1,0.999941,0,0,0,0,0,0,0,0,0,0
1029,1045,"LEV","kc1-top5",0.855,0.947368,0.992368,0.946809,0.0105264,1,1,1,0,1,1,0.99845,1,1,0.999974,0,0,0,0,0,0,0,0,0,0
1029,1516,"LEV","robot-failures-lp1",0.912,0.945055,0.995165,0.944444,0.010989,1,1,1,0,1,1,1,1,1,0.846154,0,0,0,0,0,0,0,0,0,0
1029,1065,"LEV","kc3",0.542,0.875,0.94275,0.871795,0.025,1,1,1,0,1,1,0.994943,1,1,0.999854,0,0,0,0,0,0,0,0,0,0
1029,1510,"LEV","wdbc",0.431,0.83871,0.908226,0.833333,0.0322581,1,1,1,0,1,1,0.967638,1,1,0.99773,0,0,0,0,0,0,0,0,0,0
1029,1509,"LEV","walking-activity",0.993304,0,0.993304,0.2,0.2,1,1,1,0,1,1,0.958763,1,1,0.989247,0,0,0,0,0,0,0,0,0,0
1029,1091,"LEV","SMSA",0.941,0.705882,0.982647,0.6875,0.0588235,1,1,1,0,1,1,0.999978,1,0.333333,0.999999,0,0,0,0,0,0,0,0,0,0
1029,1038,"LEV","gina_agnostic",0.711649,0.994851,0.982142,0.994845,0.00102989,1,1,1,0,1,1,0.96296,1,0.5,0.985714,0,0,0,0,0,0,0,0,0,0
1029,4544,"LEV","GeographicalOriginalofMusic",0.0557129,0.957627,0.955127,0.957627,0,0,0,0,0,0,0,0.724576,1,1,0.947368,0,0,0,0,0,0,0,0,0,0
1029,4552,"LEV","BachChoralHarmony",0.823478,0.705882,0.399823,0.6,0.882353,1,1,1,1,1,1,0.928571,1,0.333333,0.962264,0,0,0,0,0,0,0,0,0,0
1029,1499,"LEV","seeds",0.79,0.375,0.86875,0.285714,0.125,1,1,1,0,1,1,0.714286,1,0.5,0.866667,0,0,0,0,0,0,0,0,0,0
1029,1462,"LEV","banknote-authentication",0.271137,0,0.271137,0.2,0.2,1,1,1,0,1,1,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0
1029,1478,"LEV","har",0.902903,0.991103,0.908372,0.991087,0.00177933,1,1,1,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
1029,1042,"LEV","gina_prior",0.711649,0.993631,0.977911,0.993622,0.00127388,1,1,1,0,1,1,0.940196,1,1,0.985507,0,0,0,0,0,0,0,0,0,0
1029,1597,"LEV","creditcard",0.996489,0.83871,0.978231,0.833333,0.0322581,1,1,1,0,1,1,0.999368,1,1,0.999979,0,0,0,0,0,0,0,0,0,0
1029,1063,"LEV","kc2",0.478,0.772727,0.881364,0.761905,0.0454546,1,1,1,0,1,1,0.997955,1,1,0.999892,0,0,0,0,0,0,0,0,0,0
1029,1500,"LEV","seismic-bumps",0.79,0.375,0.86875,0.285714,0.125,1,1,1,0,1,1,0.714286,1,0.5,0.866667,0,0,0,0,0,0,0,0,0,0
1029,1093,"LEV","Brainsize",0.96,0.285714,0.971429,0.166667,0.142857,1,1,1,0,1,1,0.999987,1,0.971014,0.999998,1,1,1,1,1,1,1,1,0,0
1029,1514,"LEV","micro-mass",0.64,0.996157,0.998616,0.994995,0.232129,1,1,1,0,1,1,0.999954,1,1,0.999999,0,0,0,0,0,0,0,0,0,0
1029,1114,"LEV","KDDCup09_upselling",0.98,0.978355,0.076,0.973958,0.168831,1,1,1,1,1,1,0.999989,1,1,1,1,1,1,1,1,1,1,1,0,0
1029,1472,"LEV","energy-efficiency",0.232,0.5,0.616,0.375,0.2,1,1,1,1,1,1,0.986452,1,1,0.997024,0,0,0,0,0,0,0,0,0,0
1029,1502,"LEV","skin-segmentation",0.995919,0.2,0.996735,0.4,0.25,1,1,1,0,1,1,0.984252,1,0.98374,0.984962,0,0,0,0,0,0,0,0,0,0
1029,1083,"LEV","mouseType",0.786,0.999889,0.999976,0.994995,0.97785,1,1,1,0,1,1,0.168885,1,0.5,0.666667,0,0,0,0,0,0,0,0,0,0
1029,1054,"LEV","mc2",0.839,0.875,0.979875,0.871795,0.025,1,1,1,0,1,1,0.99869,1,1,0.999963,0,0,0,0,0,0,0,0,0,0
1029,1519,"LEV","robot-failures-lp4",0.883,0.945055,0.993571,0.944444,0.010989,1,1,1,0,1,1,1,1,1,0.857143,0,0,0,0,0,0,0,0,0,0
1029,1067,"LEV","kc1",0.525842,0.772727,0.520682,0.761905,0.0454546,1,1,1,0,1,1,0.992987,1,1,0.999618,0,0,0,0,0,0,0,0,0,0
1029,1503,"LEV","spoken-arabic-digit",0.996201,0.666667,0.988604,0.642857,0.0666666,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1029,1056,"LEV","mc1",0.894359,0.871795,0.175998,0.868421,0.025641,1,1,1,0,1,1,0.994454,1,1,0.999842,0,0,0,0,0,0,0,0,0,0
1029,1487,"LEV","ozone-level-8hr",0.605367,0.931507,0.826438,0.930556,0.0136987,1,1,1,0,1,1,0.993255,1,1,0.999803,0,0,0,0,0,0,0,0,0,0
1029,1490,"LEV","planning-relax",0.818,0.615385,0.93,0.583333,0.0769231,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1029,1059,"LEV","ar1",0.879,0.833333,0.979833,0.827586,0.0333334,1,1,1,0,1,1,0.983276,1,1,0.999301,0,0,0,0,0,0,0,0,0,0
1029,1511,"LEV","wholesale-customers",0.56,0.444444,0.755556,0.285714,0.222222,1,1,1,1,1,1,0.999579,1,0.333333,0.999833,0,0,0,0,0,0,0,0,0,0
1029,1075,"LEV","datatrieve",0.87,0.444444,0.927778,0.375,0.111111,1,1,1,0,1,1,0.99441,1,0.5,0.997785,0,0,0,0,0,0,0,0,0,0
1029,4549,"LEV","Buzzinsocialmedia_Twitter",0.998285,0.935897,0.973253,0.935897,0,0,0,0,0,0,0,0.973214,1,1,0.991453,0,0,0,0,0,0,0,0,0,0
1029,1086,"LEV","ovarianTumour",0.717,0.999908,0.999974,0.994995,0.981711,1,1,1,0,1,1,0.235069,1,0.5,0.666667,0,0,0,0,0,0,0,0,0,0
1029,1088,"LEV","variousCancers_final",0.617,0.999909,0.999965,0.994995,0.981729,1,1,1,0,1,1,0.109626,1,1,0.6,0,0,0,0,0,0,0,0,0,0
1029,1518,"LEV","robot-failures-lp3",0.953,0.945055,0.997418,0.944444,0.010989,1,1,1,0,1,1,0.766839,1,1,0.975904,0,0,0,0,0,0,0,0,0,0
1029,1471,"LEV","eeg-eye-state",0.933244,0.666667,0.799733,0.642857,0.0666666,1,1,1,0,1,1,0.999537,1,0.999501,0.999569,0,0,0,0,0,0,0,0,0,0
1029,1501,"LEV","semeion",0.372254,0.980545,0.969008,0.980469,0.00389107,1,1,1,0,1,1,0.970703,1,1,0.5,0,0,0,0,0,0,0,0,0,0
1029,4532,"LEV","higgs",0.989801,0.827586,0.940847,0.827586,0,0,0,0,0,0,0,0.689655,1,1,0.5,1,1,1,1,1,1,1,1,0,0
1029,1049,"LEV","pc4",0.314129,0.868421,0.808158,0.864865,0.0263158,1,1,1,0,1,1,0.996572,1,1,0.999897,0,0,0,0,0,0,0,0,0,0
1029,1168,"LEV","electricity_prices_ICON",0.973694,0.722222,0.905298,0.6875,0.111111,1,1,1,0,1,1,0.99724,1,1,0.999502,1,1,1,1,1,1,1,1,0,0
1029,4675,"LEV","Physical_Activity_Recognition_Dataset_Using_Smartphone_Sensors",0.998448,0.545455,0.996586,0.444444,0.181818,1,1,1,0,1,1,0.783133,1,1,0.985816,0,0,0,0,0,0,0,0,0,0
1029,1497,"LEV","wall-robot-navigation",0.816716,0.8,0.0835777,0.791667,0.04,1,1,1,0,1,1,0.0204082,1,0.5,0.333333,0,0,0,0,0,0,0,0,0,0
1029,1557,"LEV","abalone",0.760594,0.444444,0.569069,0.285714,0.222222,1,1,1,0,1,1,0.857143,1,1,0.5,0,0,0,0,0,0,0,0,0,0
1029,1096,"LEV","FacultySalaries",0.95,0.166667,0.958333,0,0.166667,1,1,1,0,1,1,0.955752,1,1,0.972973,0,0,0,0,0,0,0,0,0,0
1029,1089,"LEV","USCrime",0.953,0.642857,0.983214,0.642857,0,0,0,0,0,0,0,0.990762,1,1,0.997965,0,0,0,0,0,0,0,0,0,0
1029,1477,"LEV","gas-drift-different-concentrations",0.928109,0.961538,0.465,0.96124,0.00769234,1,1,1,0,1,1,0.999278,1,1,0.999965,0,0,0,0,0,0,0,0,0,0
1029,1515,"LEV","micro-mass",0.429,0.996157,0.997806,0.994995,0.232129,1,1,1,0,1,1,0.999968,1,1,0.999999,0,0,0,0,0,0,0,0,0,0
1029,1036,"LEV","sylva_agnostic",0.930531,0.976959,0.668318,0.976852,0.00460831,1,1,1,0,1,1,0.976262,1,1,0.997725,0,0,0,0,0,0,0,0,0,0
1029,1495,"LEV","qualitative-bankruptcy",0.75,0.285714,0.821429,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1029,1099,"LEV","EgyptianSkulls",0.85,0,0.85,0,0,0,0,0,0,0,0,1,1,1,0.985075,0,0,0,0,0,0,0,0,0,0
1029,1064,"LEV","ar6",0.899,0.833333,0.983167,0.827586,0.0333334,1,1,1,0,1,1,0.983222,1,1,0.999219,0,0,0,0,0,0,0,0,0,0
1029,1476,"LEV","gas-drift",0.928109,0.96124,0.460853,0.960938,0.00775192,1,1,1,0,1,1,0.999284,1,1,0.999965,0,0,0,0,0,0,0,0,0,0
1029,1525,"LEV","wall-robot-navigation",0.816716,0.4,0.890029,0.6,0.333333,1,1,1,0,1,1,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
1029,1520,"LEV","robot-failures-lp5",0.836,0.945055,0.990989,0.944444,0.010989,1,1,1,0,1,1,1,1,1,0.714286,0,0,0,0,0,0,0,0,0,0
1029,1590,"LEV","adult",0.979526,0.666667,0.938577,0.166667,0.6,1,1,1,1,1,1,0.999937,1,0.8,0.999989,1,1,1,1,1,1,1,1,0,0
1029,1466,"LEV","cardiotocography",0.529633,0.861111,0.704722,0.857143,0.0277778,1,1,1,0,1,1,0.981157,1,1,0.998826,0,0,0,0,0,0,0,0,0,0
1029,1053,"LEV","jm1",0.90813,0.772727,0.595774,0.761905,0.0454546,1,1,1,0,1,1,0.998949,1,1,0.999946,1,1,1,1,1,1,1,1,0,0
1029,1066,"LEV","kc1-binary",0.855,0.947368,0.992368,0.946809,0.0105264,1,1,1,0,1,1,0.99845,1,1,0.999974,0,0,0,0,0,0,0,0,0,0
1029,1030,"LEV","ERA",0,0,0,0,0,0,0,0,0,0,0,0.6875,1,0.5,0.75,0,0,0,0,0,0,0,0,0,0
1029,1464,"LEV","blood-transfusion-service-center",0.252,0,0.252,0.2,0.2,1,1,1,0,1,1,0.994402,1,0.666667,0.99855,0,0,0,0,0,0,0,0,0,0
1029,1111,"LEV","KDDCup09_appetency",0.98,0.978355,0.076,0.973958,0.168831,1,1,1,1,1,1,0.999989,1,1,1,1,1,1,1,1,1,1,1,0,0
1029,1523,"LEV","vertebra-column",0.69,0.285714,0.778571,0.166667,0.142857,1,1,1,0,1,1,0.962145,1,0.888889,0.983051,0,0,0,0,0,0,0,0,0,0
1029,1483,"LEV","ldpa",0.993934,0.375,0.990295,0,0.375,1,1,1,1,1,1,0.999976,1,0.999976,0.999976,0,0,0,0,0,0,0,0,0,0
1029,1504,"LEV","steel-plates-fault",0.484802,0.852941,0.714559,0.848485,0.0294118,1,1,1,0,1,1,0.999981,1,1,0.999999,0,0,0,0,0,0,0,0,0,0
1029,1526,"LEV","wall-robot-navigation",0.816716,0,0.816716,0.2,0.2,1,1,1,0,1,1,0.375,1,0.5,0,0,0,0,0,0,0,0,0,0,0
1029,1097,"LEV","ICU",0.8,0.761905,0.952381,0.761905,0,0,0,0,0,0,0,0.944149,1,1,0.995506,0,0,0,0,0,0,0,0,0,0
1029,1040,"LEV","sylva_prior",0.930531,0.954128,0.339679,0.953704,0.00917435,1,1,1,0,1,1,0.976238,1,1,0.997725,0,0,0,0,0,0,0,0,0,0
1029,1596,"LEV","covertype",0.998279,0.909091,0.981068,0.5,0.818182,1,1,1,1,1,1,0.997605,1,0.857143,0.999324,0,0,0,0,0,0,0,0,0,0
1029,4563,"LEV","SpokenArabicDigit",0.994399,0.615385,0.985436,0.615385,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0
1029,1070,"LEV","kc1-numeric",0.855,0.947368,0.992368,0.947368,0,0,0,0,0,0,0,0.998434,1,1,0.999974,0,0,0,0,0,0,0,0,0,0
1029,1035,"LEV","ESL",0.512,0,0.512,0,0,0,0,0,0,0,0,0.62963,1,0.6,0.666667,0,0,0,0,0,0,0,0,0,0
1029,1044,"LEV","eye_movements",0.908559,0.821429,0.48793,0.791667,0.142857,1,1,1,1,1,1,0.994276,1,1,0.999634,0,0,0,0,0,0,0,0,0,0
1029,1505,"LEV","tamilnadu-electricity",0.978157,0.2,0.982526,0.6,0.5,1,1,1,1,1,1,0.75,1,1,0.5,0,0,0,0,0,0,0,0,0,0
1029,1087,"LEV","hepatitisC",0.717,0.999908,0.999974,0.994995,0.981711,1,1,1,0,1,1,0.235069,1,0.5,0.666667,0,0,0,0,0,0,0,0,0,0
1029,1094,"LEV","Acorns",0.961,0,0.961,0.4,0.4,1,1,1,1,1,1,0.999241,1,0.333333,0.999746,0,0,0,0,0,0,0,0,0,0
1029,4548,"LEV","BuzzinsocialmediaTomsHardware",0.964513,0.948454,0.311544,0.948454,0,0,0,0,0,0,0,0.993593,1,1,0.999493,0,0,0,0,0,0,0,0,0,0
1029,1470,"LEV","dresses-sales",0.5,0.615385,0.807692,0.8,0.923077,1,1,1,1,1,1,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
1029,1084,"LEV","BurkittLymphoma",0.78,0.999776,0.999951,0.994995,0.95517,1,1,1,0,1,1,0.653065,1,0.333333,0.8,0,0,0,0,0,0,0,0,0,0
1029,4137,"LEV","Dorothea",0.130435,0.99995,0.999942,0.995,0.99,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1029,1461,"LEV","bank-marketing",0.977881,0.705882,0.924797,0.285714,0.588235,1,1,1,1,1,1,0.991865,1,0.5,0.998532,0,0,0,0,0,0,0,0,0,0
1029,4135,"LEV","Amazon_employee_access",0.969483,0.5,0.938967,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1503,6331,"spoken-arabic-digit","LoanDefaultPrediction",0.59936,0.980545,0.992206,0.981699,0.0593463,0.833333,0.883268,0.597315,1,0.8,0.84375,1,1,0.666667,1,1,1,1,1,1,1,1,1,0,0
1503,1567,"spoken-arabic-digit","poker-hand",0.743167,0.266667,0.811656,0.285714,0.0259741,0,0.266667,0,0,0,0,1,0.467174,1,0.714286,0,0,0,0,0,0,0,0,0,0
1503,1524,"spoken-arabic-digit","vertebra-column",0.998822,0.533333,0.997477,0.571429,0.0816327,0,0.533333,0.8,0,0.8,0.8,1,0.963462,1,0.983051,0,0,0,0,0,0,0,0,0,0
1503,4534,"spoken-arabic-digit","PhishingWebsites",0.958007,0.516129,0.979681,1,1,0.967742,0.933333,0.774194,1,0.8,0.7,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1503,1517,"spoken-arabic-digit","robot-failures-lp2",0.999821,0.835165,0.999971,0.844444,0.0562963,0,0.835165,0.5,0,0.5,0.5,1,0.964091,0.857143,0.975904,0,0,0,0,0,0,0,0,0,0
1503,1516,"spoken-arabic-digit","robot-failures-lp1",0.999666,0.835165,0.999945,0.844444,0.0562963,0,0.835165,0.6,0,0.6,0.6,0.994782,0.975517,0.982036,0.846154,0,0,0,0,0,0,0,0,0,0
1503,1510,"spoken-arabic-digit","wdbc",0.997839,0.516129,0.998954,0.533333,0.0355555,0,0.516129,0.8,0,0.8,0.8,1,0.993841,1,0.99773,0,0,0,0,0,0,0,0,0,0
1503,1509,"spoken-arabic-digit","walking-activity",0.43275,0.666667,0.41237,0.714286,0.142857,0,0.666667,0.545455,0,0.545455,0.545455,1,0.985071,0.333333,0.989247,0,0,0,0,0,0,0,0,0,0
1503,4544,"spoken-arabic-digit","GeographicalOriginalofMusic",0.995977,0.872881,0.999489,0.881356,0.0666666,1,1,1,0,1,1,1,0.721166,1,0.947368,0,0,0,0,0,0,0,0,0,0
1503,4552,"spoken-arabic-digit","BachChoralHarmony",0.978481,0.117647,0.981013,0.857143,0.87395,0.933333,0.924444,0.264706,1,0.8,0.901961,1,0.952534,1,0.962264,0,0,0,0,0,0,0,0,0,0
1503,1597,"spoken-arabic-digit","creditcard",0.0756688,0.516129,0.476518,0.533333,0.0355555,0,0.516129,0.8,0,0.8,0.8,1,0.99993,1,0.999979,0,0,0,0,0,0,0,0,0,0
1503,1514,"spoken-arabic-digit","micro-mass",0.998632,0.98847,0.999984,0.985986,0.177281,0,0.98847,0,0,0,0,1,0.999991,1,0.999999,0,0,0,0,0,0,0,0,0,0
1503,1519,"spoken-arabic-digit","robot-failures-lp4",0.999556,0.835165,0.999927,0.844444,0.0562963,0,0.835165,0.7,0,0.7,0.7,0.994936,0.981789,0.98893,0.857143,0,0,0,0,0,0,0,0,0,0
1503,1511,"spoken-arabic-digit","wholesale-customers",0.998329,0.4,0.997214,0.5,0.166667,0.5,0.7,0.75,1,0.8,0.7,1,0.999691,1,0.999833,0,0,0,0,0,0,0,0,0,0
1503,4549,"spoken-arabic-digit","Buzzinsocialmedia_Twitter",0.54864,0.807692,0.573938,0.820513,0.0666666,1,1,1,0,1,1,1,0.986171,1,0.991453,0,0,0,0,0,0,0,0,0,0
1503,1518,"spoken-arabic-digit","robot-failures-lp3",0.999821,0.835165,0.999971,0.844444,0.0562963,0,0.835165,0.6,0,0.6,0.6,1,0.964091,0.857143,0.975904,0,0,0,0,0,0,0,0,0,0
1503,4532,"spoken-arabic-digit","higgs",0.627549,0.482759,0.807353,0.517241,0.0666666,1,1,1,0,1,1,1,0.591109,1,0.5,1,1,1,1,1,1,1,1,0,0
1503,4675,"spoken-arabic-digit","Physical_Activity_Recognition_Dataset_Using_Smartphone_Sensors",0.591479,0.266667,0.700418,0.357143,0.123377,0,0.266667,0.4,0,0.4,0.4,1,0.975604,0.926829,0.985816,0,0,0,0,0,0,0,0,0,0
1503,1557,"spoken-arabic-digit","abalone",0.984133,0.4,0.973556,0.5,0.166667,0.5,0.7,0.7,0,0.7,0.7,1,0.619307,1,0.5,0,0,0,0,0,0,0,0,0,0
1503,1515,"spoken-arabic-digit","micro-mass",0.997831,0.98847,0.999975,0.985986,0.177281,0,0.98847,0.5,0,0.5,0.5,1,0.999993,1,0.999999,0,0,0,0,0,0,0,0,0,0
1503,1525,"spoken-arabic-digit","wall-robot-navigation",0.979275,0.8,0.896375,0.857143,0.285714,0,0.8,0.6,0,0.6,0.6,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0
1503,1520,"spoken-arabic-digit","robot-failures-lp5",0.999377,0.835165,0.999897,0.844444,0.0562963,0,0.835165,0.5,0,0.5,0.5,0.991909,0.968914,0.982353,0.714286,0,0,0,0,0,0,0,0,0,0
1503,1590,"spoken-arabic-digit","adult",0.81447,0,0.81447,0.571429,0.571429,0.888889,0.888889,0.108911,1,0.8,0.756098,1,0.999983,1,0.999989,1,1,1,1,1,1,1,1,0,0
1503,1523,"spoken-arabic-digit","vertebra-column",0.998822,0.533333,0.997477,0.571429,0.0816327,0,0.533333,0.7,0,0.7,0.7,1,0.963462,1,0.983051,0,0,0,0,0,0,0,0,0,0
1503,1504,"spoken-arabic-digit","steel-plates-fault",0.992627,0.558824,0.996747,0.575758,0.0383838,0,0.558824,0.8,0,0.8,0.8,1,0.999997,1,0.999999,0,0,0,0,0,0,0,0,0,0
